,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.8882796890807464,-0.8900009713714064,-0.9028858567637765,-0.9082130690158992,-0.9212281623068443,-0.931566980390582,-0.9471841527937508,-0.9633356719103278,-0.9850018171256256,-1.0105610253584576,-1.0448385192314882,-1.0892891672869458,-1.1505256049214845,-1.2345072049036703,-1.3654488791981394,-1.5803271095139793,-1.64729794982434,-1.410039427787453,-1.2391889883904168,-1.1437357767669205,-1.0813340499658406,-1.037229078098782,-1.0045810209429966,-0.9796198533522706,-0.9595701717256763,-0.9432612778592768,-0.9295080927804257,-0.9177326618527258,-0.9079605870102552,-0.8984065339094909,-0.8925971508140143,-0.8817347480777616
1,-0.8882796890831345,-0.8900009713704251,-0.9028858567645943,-0.9082130690158359,-0.9212281623069849,-0.9315669803906516,-0.9471841527937126,-0.9633356719104047,-0.9850018171255628,-1.0105610253585244,-1.0448385192314362,-1.089289167286991,-1.150525604921452,-1.2345072049036925,-1.3654488791981358,-1.5803271095139577,-1.6472979498243856,-1.410039427787382,-1.239188988390506,-1.1437357767668102,-1.0813340499659736,-1.0372290780986189,-1.004581020943207,-0.979619853352011,-0.959570171726031,-0.9432612778588249,-0.9295080927810777,-0.9177326618518595,-0.907960587011668,-0.8984065339077993,-0.8925971508167425,-0.8817347480754145
2,-0.8882796364504875,-0.8900009357921745,-0.9028858378746025,-0.9082130601711089,-0.9212281582221773,-0.9315669785636813,-0.9471841518531505,-0.9633356714800632,-0.9850018168127423,-1.010561025222007,-1.0448385190615164,-1.0892891672301237,-1.1505256048053267,-1.2345072048955907,-1.3654488791230293,-1.5803271095601559,-1.6472979499491571,-1.4100394276922483,-1.2391889884021012,-1.1437357766450027,-1.0813340499322837,-1.0372290779073594,-1.0045810208450654,-0.9796198529987533,-0.959570171373779,-0.9432612768430968,-0.9295080911465969,-0.9177326576591285,-0.9079605787363509,-0.898406515028435,-0.8925971165285272,-0.8817346952124512
3,-0.8882795548472884,-0.8900008809235176,-0.9028858086285162,-0.9082130464966061,-0.9212281519180665,-0.9315669757166951,-0.9471841504154308,-0.963335670793541,-0.9850018163430678,-1.010561024993589,-1.0448385188099696,-1.0892891671296034,-1.1505256046283183,-1.2345072048737786,-1.3654488790034212,-1.5803271096376799,-1.6472979501354257,-1.410039427562937,-1.2391889883956364,-1.1437357764764136,-1.0813340498498545,-1.0372290776424438,-1.0045810206554082,-0.9796198524928801,-0.9595701707734057,-0.9432612753383929,-0.929508088524901,-0.9177326512993316,-0.9079605657683404,-0.898406486075618,-0.8925970632365394,-0.8817346137977209
4,-0.8882794531405714,-0.8900008127070633,-0.9028857721873678,-0.9082130294718338,-0.921228144067057,-0.9315669721567337,-0.9471841486259496,-0.9633356699243574,-0.9850018157574467,-1.0105610246975159,-1.0448385184940063,-1.089289166996187,-1.1505256043998222,-1.2345072048417554,-1.3654488788401178,-1.5803271097387401,-1.6472979503774756,-1.4100394274035448,-1.2391889883761984,-1.1437357762701004,-1.0813340497299,-1.0372290773204074,-1.004581020398201,-0.979619851874551,-0.9595701699966828,-0.9432612734872661,-0.9295080852149876,-0.9177326434275022,-0.9079605495497247,-0.8984064501205418,-0.8925969968067925,-0.8817345125519306
5,-0.8882793423677805,-0.8900007385383145,-0.9028857324866806,-0.9082130109387836,-0.9212281355068459,-0.9315669682667472,-0.9471841466661779,-0.963335668964504,-0.9850018151072262,-1.010561024364328,-1.0448385181354218,-1.0892891668434856,-1.150525604131916,-1.2345072048038768,-1.365448878634114,-1.5803271098529166,-1.6472979506679368,-1.4100394272197296,-1.2391889883504645,-1.1437357760377336,-1.0813340495867456,-1.0372290769622243,-1.0045810201036829,-0.979619851194159,-0.9595701691334073,-0.9432612714675542,-0.9295080815894979,-0.9177326348594981,-0.9079605318759909,-0.8984064109866765,-0.892596924539423,-0.8817344023314888
6,-0.8882792345419354,-0.8900006664639778,-0.9028856938105873,-0.9082129929030345,-0.9212281271499589,-0.9315669644644196,-0.9471841447344554,-0.9633356680148547,-0.9850018144490147,-1.0105610240278005,-1.0448385177586714,-1.0892891666866678,-1.1505256038384255,-1.2345072047648795,-1.3654488783865018,-1.5803271099676226,-1.6472979509983428,-1.4100394270187515,-1.2391889883262632,-1.1437357757927802,-1.0813340494365182,-1.0372290765914114,-1.0045810198053242,-0.9796198505073364,-0.9595701682820106,-0.94326126947385,-0.9295080780549307,-0.9177326264847979,-0.9079605147020411,-0.898406372837868,-0.89259685437688,-0.8817342949539335
7,-0.8882791413512829,-0.8900006043096865,-0.902885660329773,-0.9082129773175933,-0.921228119886031,-0.931566961157891,-0.9471841430251078,-0.9633356671748183,-0.9850018138391348,-1.0105610237217246,-1.044838517388728,-1.0892891665411129,-1.1505256035339,-1.2345072047293852,-1.3654488780983387,-1.5803271100686587,-1.6472979513597725,-1.4100394268094611,-1.2391889883121339,-1.1437357755495388,-1.0813340492958328,-1.0372290762319587,-1.0045810195367069,-0.9796198498694578,-0.9595701675394481,-0.943261267697024,-0.9295080750082012,-0.9177326191708777,-0.907960499930458,-0.8984063397280744,-0.8925967940406005,-0.8817342019213134
8,-0.8882790728972579,-0.890000558832635,-0.9028856356511079,-0.9082129658720559,-0.9212281144860504,-0.9315669587020723,-0.9471841417078656,-0.96333566653199,-0.9850018133279521,-1.0105610234765543,-1.044838517048848,-1.0892891664209066,-1.150525603232533,-1.2345072047013201,-1.3654488777705271,-1.5803271101407417,-1.6472979517435686,-1.4100394266022633,-1.2391889883168257,-1.1437357753221673,-1.0813340491803254,-1.0372290759062166,-1.0045810193281917,-0.9796198493301518,-0.9595701669910965,-0.9432612663040965,-0.929508072794154,-0.9177326136701669,-0.9079604892062976,-0.898406315164785,-0.8925967501957063,-0.8817341331779684
9,-0.8882790366015029,-0.8900005349883608,-0.9028856224282302,-0.908212959809972,-0.921228111519488,-0.9315669573610131,-0.9471841409101545,-0.9633356661532544,-0.9850018129549827,-1.010561023316501,-1.0448385167586078,-1.0892891663376103,-1.1505256029471436,-1.2345072046834131,-1.365448877403652,-1.5803271101680445,-1.6472979521420106,-1.4100394264090657,-1.2391889883488703,-1.1437357751237538,-1.0813340491034555,-1.037229075632971,-1.0045810192041293,-0.9796198489284351,-0.9595701667019976,-0.9432612654208218,-0.929508071668796,-0.9177326105394775,-0.9079604837390225,-0.8984063017307922,-0.8925967277259769,-0.8817340960378157
10,-0.8882790364077737,-0.8900005353949053,-0.9028856220757349,-0.9082129597951909,-0.9212281112931618,-0.9315669572796639,-0.9471841407035873,-0.9633356660778717,-0.9850018127450431,-1.0105610232572177,-1.0448385165322664,-1.0892891662991404,-1.150525602688269,-1.2345072046767676,-1.3654488769977824,-1.5803271101346437,-1.6472979525489058,-1.4100394262431748,-1.2391889884161433,-1.1437357749654795,-1.0813340490753458,-1.0372290754258706,-1.004581019180509,-0.9796198486889715,-0.9595701667101986,-0.9432612651186267,-0.9295080717719779,-0.9177326100806285,-0.9079604841721165,-0.8984063008070691,-0.8925967292055295,-0.8817340943986557
11,-0.8882790723603373,-0.8900005600512152,-0.9028856346198202,-0.9082129658412641,-0.9212281138189944,-0.9315669584689994,-0.947184141096667,-0.9633356663136502,-0.9850018127059437,-1.0105610233043707,-1.0448385163776472,-1.0892891663090771,-1.1505256024634847,-1.2345072046804986,-1.3654488765522867,-1.580327110024882,-1.6472979529600948,-1.4100394261191738,-1.2391889885255896,-1.1437357748560328,-1.0813340491021304,-1.0372290752924027,-1.0045810192636033,-0.9796198486198348,-0.9595701670228851,-0.9432612654072579,-0.9295080731125855,-0.9177326123083995,-0.9079604905136516,-0.8984063124256827,-0.8925967546194992,-0.8817341283269108
12,-0.8882791406034284,-0.8900006063372882,-0.9028856586954335,-0.908212977309794,-0.9212281188125913,-0.9315669608048801,-0.9471841420340541,-0.9633356668363098,-0.9850018128279718,-1.0105610234531857,-1.0448385162956981,-1.0892891663663262,-1.1505256022769952,-1.234507204691556,-1.3654488760656527,-1.5803271098236025,-1.6472979533738084,-1.4100394260527715,-1.2391889886829843,-1.1437357748012362,-1.0813340491855405,-1.0372290752334292,-1.0045810194494214,-0.9796198487118843,-0.9595701676158075,-0.9432612662340251,-0.929508075567552,-0.9177326169494433,-0.9079605021350579,-0.8984063352684226,-0.89259680136486,-0.8817341940567334
13,-0.8882792338034791,-0.8900006692981466,-0.9028856916959334,-0.9082129929798637,-0.9212281257243615,-0.9315669640416842,-0.9471841434026165,-0.9633356675922033,-0.9850018130851028,-1.0105610236890579,-1.044838516280637,-1.0892891664652469,-1.1505256021294807,-1.234507204704655,-1.3654488755352798,-1.580327109516211,-1.6472979537908434,-1.41003942606059,-1.2391889888929049,-1.1437357748039112,-1.0813340493230195,-1.0372290752433955,-1.004581019724378,-0.9796198489400589,-0.9595701684359739,-0.9432612674897809,-0.9295080788953456,-0.9177326234721859,-0.9079605178392498,-0.8984063668110847,-0.8925968645324774,-0.8817342844040863
14,-0.8882793419478899,-0.8900007421815049,-0.9028857300572886,-0.9082130111806117,-0.9212281337988709,-0.9315669678389109,-0.9471841450436776,-0.9633356685041342,-0.9850018134378888,-1.0105610239890814,-1.0448385163207614,-1.0892891665961422,-1.1505256020182404,-1.234507204712398,-1.3654488749573024,-1.5803271090886408,-1.6472979542145798,-1.4100394261599802,-1.2391889891587187,-1.1437357748640764,-1.0813340495081398,-1.0372290753111089,-1.0045810200667111,-0.9796198492660873,-0.9595701694072294,-0.9432612690204953,-0.9295080827615378,-0.9177326311442482,-0.907960535989436,-0.8984064035981418,-0.8925969374366614,-0.8817343895497869
15,-0.8882794534299141,-0.8900008171669482,-0.9028857696426509,-0.9082130299708406,-0.921228142156074,-0.9315669717975259,-0.9471841467697906,-0.963335669479457,-0.9850018138376542,-1.01056102432444,-1.044838516399802,-1.0892891667461733,-1.150525601937608,-1.2345072047055174,-1.365448874326451,-1.5803271085271422,-1.6472979546508448,-1.4100394263687634,-1.2391889894828239,-1.1437357749792898,-1.0813340497314399,-1.0372290754210363,-1.004581020448828,-0.9796198496426158,-0.9595701704383772,-0.9432612706439125,-0.9295080867748727,-0.917732639111519,-0.9079605546854295,-0.8984064416170952,-0.8925970123382849,-0.8817344981053273
16,-0.8882795563041057,-0.8900008862104085,-0.9028858061899815,-0.9082130473487094,-0.9212281498862636,-0.9315669755030118,-0.9471841483849828,-0.9633356704200104,-0.9850018142317085,-1.0105610246633407,-1.044838516498636,-1.0892891669005185,-1.1505256018795738,-1.2345072046732757,-1.365448873635906,-1.5803271078179928,-1.6472979551076365,-1.4100394267050467,-1.2391889898669248,-1.143735775145302,-1.0813340499815214,-1.037229075555055,-1.0045810208401338,-0.9796198500182741,-0.9595701714326871,-0.94326127216895,-0.9295080905287065,-0.9177326464900155,-0.9079605719678057,-0.8984064767319326,-0.8925970812782266,-0.8817345983456556
17,-0.8882796395788112,-0.8900009419135285,-0.9028858357727226,-0.9082130614672558,-0.9212281561475679,-0.9315669785694348,-0.9471841497053199,-0.9633356712323036,-0.9850018145687477,-1.0105610249742005,-1.0448385165972731,-1.0892891670437095,-1.1505256018345564,-1.2345072046039247,-1.3654488728772236,-1.580327106947093,-1.6472979555947254,-1.4100394271869836,-1.239188990312402,-1.1437357753567765,-1.0813340502463,-1.0372290756943443,-1.0045810212101958,-0.979619850343022,-0.9595701722980569,-0.9432612734160295,-0.9295080936445992,-0.9177326524607883,-0.9079605860285813,-0.8984065051298818,-0.8925971369367934,-0.8817346794771653
18,-0.8882796943963538,-0.8900009783167558,-0.9028858552206167,-0.9082130708319041,-0.9212281602560872,-0.931566980680552,-0.9471841505784759,-0.9633356718372263,-0.9850018148041637,-1.010561025228772,-1.044838516676806,-1.089289167160992,-1.1505256017922596,-1.2345072044852539,-1.3654488720402849,-1.5803271058995576,-1.6472979561232088,-1.4100394278326305,-1.2391889908207656,-1.1437357756081024,-1.0813340505142974,-1.037229075821313,-1.004581021531785,-0.9796198505732814,-0.9595701729565476,-0.9432612742359698,-0.9295080958123001,-0.9177326563575402,-0.9079605954048386,-0.8984065237307929,-0.8925971734188624,-0.8817347327983558
19,-0.888279714986726,-0.8900009915413211,-0.9028858624609338,-0.9082130744609413,-0.9212281617590451,-0.931566981623458,-0.9471841508998591,-0.9633356721783466,-0.9850018149046544,-1.010561025404934,-1.0448385167212835,-1.0892891672396323,-1.1505256017425278,-1.2345072043051415,-1.365448871113308,-1.580327104659268,-1.6472979567050434,-1.4100394286597928,-1.2391889913941077,-1.1437357758942222,-1.0813340507759055,-1.0372290759214189,-1.0045810217836098,-0.9796198506764935,-0.9595701733524752,-0.9432612745258824,-0.9295080968227736,-0.9177326577379705,-0.9079605991353852,-0.8984065305178702,-0.8925971868878854,-0.8817347526352115
20,-0.8882796992814013,-0.8900009802024323,-0.9028858567394646,-0.9082130719904004,-0.921228160483434,-0.9315669813112208,-0.9471841506236598,-0.9633356722276666,-0.985001814851558,-1.010561025488814,-1.04483851671916,-1.0892891672700082,-1.1505256016761243,-1.2345072040520935,-1.365448870082877,-1.5803271032084791,-1.6472979573525648,-1.4100394296859668,-1.2391889920355446,-1.1437357762113691,-1.0813340510244016,-1.0372290759846035,-1.0045810219524285,-0.9796198506343612,-0.9595701734581504,-0.9432612742399108,-0.9295080965902971,-0.9177326564307666,-0.9079605968631648,-0.8984065247526665,-0.8925971759758878,-0.8817347369455959
21,-0.8882796491273466,-0.8900009455541518,-0.9028858386988614,-0.9082130637114105,-0.9212281565536021,-0.9315669797914196,-0.9471841497674085,-0.9633356719882835,-0.9850018146426055,-1.0105610254760227,-1.044838516664284,-1.0892891672463494,-1.1505256015853405,-1.2345072037156635,-1.3654488689340563,-1.5803271015274836,-1.6472979580781155,-1.410039430928317,-1.2391889927496345,-1.1437357765576759,-1.0813340512567378,-1.0372290760062775,-1.0045810220343145,-0.9796198504446993,-0.9595701732765586,-0.9432612733939406,-0.9295080951612403,-0.9177326525536231,-0.9079605888726779,-0.898406507052121,-0.8925971419257187,-0.8817346875294422
22,-0.8882795700797235,-0.890000891349491,-0.9028858103062685,-0.9082130505375643,-0.9212281503777973,-0.9315669772409552,-0.9471841484102226,-0.9633356714939776,-0.9850018142921169,-1.010561025372038,-1.0448385165563663,-1.089289167167218,-1.1505256014644478,-1.2345072032868778,-1.3654488676505054,-1.580327099594382,-1.6472979588937067,-1.4100394324037209,-1.2391889935426588,-1.1437357769335954,-1.081334051473942,-1.0372290759877636,-1.0045810220350162,-0.9796198501215432,-0.959570172841009,-0.943261272063753,-0.9295080927088508,-0.9177326464996093,-0.9079605760578879,-0.8984064793173789,-0.8925970884537943,-0.8817346098240364
23,-0.8882794707937987,-0.8900008234324026,-0.9028857746398653,-0.9082130339062562,-0.9212281426043492,-0.9315669739467971,-0.9471841466842976,-0.9633356708054357,-0.9850018138293561,-1.0105610251914705,-1.044838516400807,-1.0892891670354878,-1.1505256013098872,-1.2345072027584039,-1.3654488662146598,-1.5803270973849337,-1.6472979598108404,-1.4100394341288716,-1.2391889944228838,-1.1437357773421044,-1.0813340516811742,-1.0372290759361344,-1.0045810219692977,-0.9796198496936179,-0.9595701722115256,-0.9432612703770191,-0.9295080895147857,-0.9177326388953815,-0.907960559826679,-0.8984064445290126,-0.8925970213480742,-0.8817345123100306
24,-0.8882793620854802,-0.8900007491065054,-0.9028857355551945,-0.9082130156232009,-0.9212281340520561,-0.9315669702753151,-0.9471841447610583,-0.9633356700038567,-0.9850018132955114,-1.0105610249565458,-1.0448385162079812,-1.0892891668579752,-1.1505256011202523,-1.2345072021246886,-1.3654488646078897,-1.580327094872564,-1.6472979608403924,-1.4100394361204411,-1.239188995400654,-1.1437357777886972,-1.0813340518874075,-1.03722907586354,-1.004581021859518,-0.9796198492014034,-0.9595701714685687,-0.9432612684997084,-0.9295080859390874,-0.9177326305335731,-0.9079605419488084,-0.8984064064218091,-0.8925969478423595,-0.8817344055866165
25,-0.8882792557627739,-0.8900006763472003,-0.9028856972690948,-0.908212997667935,-0.9212281256224497,-0.9315669666325312,-0.9471841428328562,-0.9633356691821305,-0.9850018127392443,-1.0105610246947079,-1.0448385159920255,-1.0892891666447158,-1.1505256008960283,-1.2345072013818938,-1.3654488628107244,-1.580327092028468,-1.6472979619926786,-1.4100394383952717,-1.2391889964883749,-1.1437357782811377,-1.081334052104743,-1.0372290757859828,-1.0045810217333069,-0.9796198486928336,-0.9595701707045969,-0.9432612666184884,-0.9295080823817364,-0.9177326222876871,-0.9079605243664584,-0.8984063690829907,-0.8925968758406964,-0.8817343012264313
26,-0.8882791633551381,-0.8900006129486341,-0.9028856639087399,-0.9082129819825397,-0.9212281182042867,-0.9315669634214283,-0.9471841410931586,-0.9633356684353105,-0.9850018122118311,-1.01056102443591,-1.0448385157692857,-1.0892891664079762,-1.1505256006391458,-1.2345072005277251,-1.3654488608030102,-1.5803270888217857,-1.6472979632775584,-1.4100394409706027,-1.2391889977004016,-1.1437357788290712,-1.0813340523474981,-1.0372290757218492,-1.0045810216209006,-0.9796198482184784,-0.9595701700144967,-0.9432612649211997,-0.9295080792405375,-0.9177326150192786,-0.9079605089870035,-0.8984063365125077,-0.892596813069775,-0.8817342105259617
27,-0.8882790948759447,-0.8900005656877628,-0.9028856390677635,-0.908212970263302,-0.9212281125788374,-0.9315669609986302,-0.9471841397160636,-0.9633356678504001,-0.9850018117617816,-1.0105610242095076,-1.0448385155565665,-1.0892891661610593,-1.1505256003524047,-1.2345071995611263,-1.3654488585641058,-1.5803270852199083,-1.647297964704673,-1.410039443864297,-1.2391889990528022,-1.143735779443429,-1.0813340526310966,-1.0372290756901044,-1.0045810215521687,-0.979619847826319,-0.9595701694857559,-0.943261263577052,-0.9295080768689048,-0.9177326094858194,-0.9079604974799667,-0.8984063121940594,-0.8925967662553618,-0.8817341432925409
