    Lattice point               Exact Density             KS density
  -4.7999999999999989        1.9039252132463394E-004   1.9039492994222531E-004
  -4.3999999999999986        8.4148992109138300E-005   8.4150073917472633E-005
  -4.0000000000000000        3.6757211048064286E-005   3.6757689670407948E-005
  -3.5999999999999996        1.5910213891042121E-005   1.5910422957715267E-005
  -3.1999999999999993        6.8383575361523835E-006   6.8384481126320150E-006
  -2.7999999999999989        2.9230910598023612E-006   2.9231299629989213E-006
  -2.3999999999999986        1.2440940870726618E-006   1.2441107426225886E-006
  -2.0000000000000000        5.2763881129564987E-007   5.2764588669617050E-007
  -1.5999999999999996        2.2321829842526078E-007   2.2322130642400639E-007
  -1.1999999999999993        9.4485853099952336E-008   9.4487114180594671E-008
 -0.79999999999999893        4.0692548981838195E-008   4.0693070355759696E-008
 -0.39999999999999858        1.9422348518332100E-008   1.9422533604591244E-008
   0.0000000000000000        1.3820036525708438E-008   1.3820036533615502E-008
  0.40000000000000036        1.9422052404610093E-008   1.9421867316380581E-008
  0.80000000000000071        4.0691714755086945E-008   4.0691193418061643E-008
   1.2000000000000011        9.4483835488480272E-008   9.4482574427572838E-008
   1.6000000000000014        2.2321348556766551E-007   2.2321047770543284E-007
   2.0000000000000000        5.2762749109365455E-007   5.2762041590042702E-007
   2.4000000000000021        1.2440674382553566E-006   1.2440507833212135E-006
   2.8000000000000007        2.9230288164303949E-006   2.9229899145259806E-006
   3.1999999999999993        6.8382126152424392E-006   6.8381220418885846E-006
   3.6000000000000014        1.5909879391881969E-005   1.5909670332237234E-005
   4.0000000000000000        3.6756445262779377E-005   3.6755966656412288E-005
   4.4000000000000021        8.4147261249678458E-005   8.4146179476853793E-005
   4.8000000000000007        1.9038866759448788E-004   1.9038625905418345E-004
   5.2000000000000028        4.2432569916050068E-004   4.2432044436913324E-004
   5.6000000000000014        9.2780487818691247E-004   9.2779369762273811E-004
   6.0000000000000000        1.9805434244596410E-003   1.9805203880956398E-003
   6.4000000000000021        4.1033756389296802E-003   4.1033300333656476E-003
   6.8000000000000007        8.1943993046159867E-003   8.1943134398542485E-003
   7.2000000000000028        1.5645074918654328E-002   1.5644923063476261E-002
   7.6000000000000014        2.8287754494657237E-002   2.8287506308735742E-002
   8.0000000000000000        4.7906817036821800E-002   4.7906450229990745E-002
   8.4000000000000021        7.5033798108000704E-002   7.5033323394838633E-002
   8.8000000000000007       0.10711370207601049       0.10711319291516494     
   9.2000000000000028       0.13706486481481425       0.13706446701004948     
   9.6000000000000014       0.15426598530700381       0.15426587172226297     
   10.000000000000000       0.14946986743507940       0.14947013443836221     
   10.400000000000002       0.12169089266753416       0.12169146581139306     
   10.800000000000001        8.1014193235478357E-002   8.1014848140485290E-002
   11.200000000000003        4.2778564803481349E-002   4.2779076447047711E-002
   11.600000000000001        1.7317426961152991E-002   1.7317710931359490E-002
   12.000000000000000        5.1750329789364159E-003   5.1751440129777582E-003
   12.400000000000002        1.0947383450022033E-003   1.0947681282248282E-003
   12.800000000000001        1.5652440177348379E-004   1.5652967711610784E-004
   13.200000000000003        1.4369753046863767E-005   1.4370343477067311E-005
   13.600000000000001        8.0029569113994924E-007   8.0033507989367574E-007
   14.000000000000000        2.3510728784177045E-008   2.3512255004392386E-008
  
  
  -14.000000000000000        2.3506758309424476E-008   2.3504625232185003E-008
  -13.600000000000000        8.0019329261130653E-007   8.0013815385428820E-007
  -13.199999999999999        1.4368217948837711E-005   1.4367391565027818E-005
  -12.800000000000001        1.5651068627175167E-004   1.5650330207253973E-004
  -12.400000000000000        1.0946609101208575E-003   1.0946192194703527E-003
  -12.000000000000000        5.1747442952200587E-003   5.1745888629493161E-003
  -11.600000000000000        1.7316688646573746E-002   1.7316291115393394E-002
  -11.199999999999999        4.2777234538205297E-002   4.2776518263962199E-002
  -10.800000000000001        8.1012490481495128E-002   8.1011573623352345E-002
  -10.400000000000000       0.12168940248100013       0.12168860005893188     
  -10.000000000000000       0.14946917320553482       0.14946879936224131     
  -9.5999999999999996       0.15426628060930794       0.15426643958913358     
  -9.1999999999999993       0.13706589909781847       0.13706645600169348     
  -8.8000000000000007       0.10711502589546901       0.10711573871447530     
  -8.3999999999999986        7.5035032369272212E-002   7.5035696973581464E-002
  -8.0000000000000000        4.7907770743796659E-002   4.7908284283035049E-002
  -7.5999999999999996        2.8288399785878392E-002   2.8288747255665089E-002
  -7.1999999999999993        1.5645469747939761E-002   1.5645682352037157E-002
  -6.7999999999999998        8.1946225566055207E-003   8.1947427717989820E-003
  -6.3999999999999995        4.1034942155584331E-003   4.1035580658883783E-003
  -6.0000000000000000        1.9806033201323252E-003   1.9806355724642788E-003
  -5.5999999999999996        9.2783394825729601E-004   9.2784960173460107E-004
  -5.1999999999999993        4.2433936189596977E-004   4.2434671896089096E-004
  -4.7999999999999989        1.9039492994206902E-004   1.9039830205202262E-004
  -4.3999999999999986        8.4150073917633786E-005   8.4151588478847508E-005
  -4.0000000000000000        3.6757689670322662E-005   3.6758359749131732E-005
  -3.5999999999999996        1.5910422957799293E-005   1.5910715658010008E-005
  -3.1999999999999993        6.8384481125772348E-006   6.8385749203781660E-006
  -2.7999999999999989        2.9231299630484202E-006   2.9231844292593839E-006
  -2.3999999999999986        1.2441107425867148E-006   1.2441340602005774E-006
  -2.0000000000000000        5.2764588672674066E-007   5.2765579278795365E-007
  -1.5999999999999996        2.2322130640134219E-007   2.2322551745592815E-007
  -1.1999999999999993        9.4487114197997532E-008   9.4488879870486023E-008
 -0.79999999999999893        4.0693070343718203E-008   4.0693800204267887E-008
 -0.39999999999999858        1.9422533612918862E-008   1.9422792776350603E-008
   0.0000000000000000        1.3820036526651590E-008   1.3820036536226286E-008
  0.40000000000000036        1.9421867324619343E-008   1.9421608183814670E-008
  0.80000000000000071        4.0691193405872224E-008   4.0690463603842616E-008
   1.2000000000000011        9.4482574444715541E-008   9.4480808883624297E-008
   1.6000000000000014        2.2321047768242266E-007   2.2320626691845069E-007
   2.0000000000000000        5.2762041593038933E-007   5.2761051052921056E-007
   2.4000000000000021        1.2440507832845262E-006   1.2440274672066139E-006
   2.8000000000000007        2.9229899145742496E-006   2.9229354520065195E-006
   3.1999999999999993        6.8381220418337028E-006   6.8379952422650001E-006
   3.6000000000000014        1.5909670332318153E-005   1.5909377651307114E-005
   4.0000000000000000        3.6755966656327022E-005   3.6755296620251706E-005
   4.4000000000000021        8.4146179476998114E-005   8.4144665011907005E-005
   4.8000000000000007        1.9038625905403502E-004   1.9038288715166019E-004
   5.2000000000000028        4.2432044436941345E-004   4.2431308774738699E-004
   5.6000000000000014        9.2779369762252312E-004   9.2777804504837408E-004
   6.0000000000000000        1.9805203880960414E-003   1.9804881375417522E-003
   6.4000000000000021        4.1033300333652260E-003   4.1032661863222636E-003
   6.8000000000000007        8.1943134398553101E-003   8.1941932303379421E-003
   7.2000000000000028        1.5644923063476101E-002   1.5644710468237108E-002
   7.6000000000000014        2.8287506308736991E-002   2.8287158851049266E-002
   8.0000000000000000        4.7906450229989038E-002   4.7905936704015030E-002
   8.4000000000000021        7.5033323394845072E-002   7.5032658799714408E-002
   8.8000000000000007       0.10711319291516086       0.10711248009310051     
   9.2000000000000028       0.13706446701005248       0.13706391008428126     
   9.6000000000000014       0.15426587172225914       0.15426571270359132     
   10.000000000000000       0.14947013443837143       0.14947050824065369     
   10.400000000000002       0.12169146581138346       0.12169226821055411     
   10.800000000000001        8.1014848140491452E-002   8.1015765003683557E-002
   11.200000000000003        4.2779076447044415E-002   4.2779792744710256E-002
   11.600000000000001        1.7317710931360423E-002   1.7318108486178992E-002
   12.000000000000000        5.1751440129770817E-003   5.1752994588663099E-003
   12.400000000000002        1.0947681282252675E-003   1.0948098238180825E-003
   12.800000000000001        1.5652967711587401E-004   1.5653706244034331E-004
   13.200000000000003        1.4370343477151755E-005   1.4371170018752120E-005
   13.600000000000001        8.0033507987126558E-007   8.0039023134345600E-007
   14.000000000000000        2.3512255007881464E-008   2.3514388720524447E-008
  
  
  -14.000000000000000        2.3504625235566510E-008   2.3501888315627685E-008
  -13.600000000000000        8.0013815383304524E-007   8.0006725948306024E-007
  -13.199999999999999        1.4367391565103195E-005   1.4366329304705674E-005
  -12.800000000000001        1.5650330207234606E-004   1.5649380929523050E-004
  -12.400000000000000        1.0946192194705477E-003   1.0945656228434791E-003
  -12.000000000000000        5.1745888629487567E-003   5.1743890357004718E-003
  -11.600000000000000        1.7316291115390993E-002   1.7315780029263785E-002
  -11.199999999999999        4.2776518263960651E-002   4.2775597364924242E-002
  -10.800000000000001        8.1011573623347266E-002   8.1010394816436446E-002
  -10.400000000000000       0.12168860005891766       0.12168756835838773     
  -10.000000000000000       0.14946879936223775       0.14946831867680921     
  -9.5999999999999996       0.15426643958911132       0.15426664395984352     
  -9.1999999999999993       0.13706645600169248       0.13706717200139551     
  -8.8000000000000007       0.10711573871446617       0.10711665518819374     
  -8.3999999999999986        7.5035696973576219E-002   7.5036551466728482E-002
  -8.0000000000000000        4.7908284283033349E-002   4.7908944552541098E-002
  -7.5999999999999996        2.8288747255665377E-002   2.8289194008026146E-002
  -7.1999999999999993        1.5645682352034996E-002   1.5645955704006360E-002
  -6.7999999999999998        8.1947427718003230E-003   8.1948973368940071E-003
  -6.3999999999999995        4.1035580658874945E-003   4.1036401605938069E-003
  -6.0000000000000000        1.9806355724648591E-003   1.9806770406029395E-003
  -5.5999999999999996        9.2784960173435593E-004   9.2786972800722851E-004
  -5.1999999999999993        4.2434671896115518E-004   4.2435617826217420E-004
  -4.7999999999999989        1.9039830205187837E-004   1.9040263769986275E-004
  -4.3999999999999986        8.4151588478999554E-005   8.4153535822396346E-005
  -4.0000000000000000        3.6758359749047110E-005   3.6759221291987737E-005
  -3.5999999999999996        1.5910715658092414E-005   1.5911091998607460E-005
  -3.1999999999999993        6.8385749203238340E-006   6.8387379602399262E-006
  -2.7999999999999989        2.9231844293085258E-006   2.9232544602229721E-006
  -2.3999999999999986        1.2441340601648379E-006   1.2441640397176743E-006
  -2.0000000000000000        5.2765579281846632E-007   5.2766853001813553E-007
  -1.5999999999999996        2.2322551743331099E-007   2.2323093141560755E-007
  -1.1999999999999993        9.4488879887871891E-008   9.4491150300852018E-008
 -0.79999999999999893        4.0693800192244255E-008   4.0694738483537193E-008
 -0.39999999999999858        1.9422792784675964E-008   1.9423126063526950E-008
   0.0000000000000000        1.3820036529264322E-008   1.3820036541902188E-008
  0.40000000000000036        1.9421608192057975E-008   1.9421274978902561E-008
  0.80000000000000071        4.0690463591645831E-008   4.0689525397365728E-008
   1.2000000000000011        9.4480808900780142E-008   9.4478538760283234E-008
   1.6000000000000014        2.2320626689541270E-007   2.2320085347627883E-007
   2.0000000000000000        5.2761051055922232E-007   5.2759777481683708E-007
   2.4000000000000021        1.2440274671697770E-006   1.2439974907774992E-006
   2.8000000000000007        2.9229354520549490E-006   2.9228654289271203E-006
   3.1999999999999993        6.8379952422094186E-006   6.8378322195352224E-006
   3.6000000000000014        1.5909377651388941E-005   1.5909001351533688E-005
   4.0000000000000000        3.6755296620162612E-005   3.6754435167149156E-005
   4.4000000000000021        8.4144665012052424E-005   8.4142717871653379E-005
   4.8000000000000007        1.9038288715149997E-004   1.9037855194090826E-004
   5.2000000000000028        4.2431308774765517E-004   4.2430362938111619E-004
   5.6000000000000014        9.2777804504812287E-004   9.2775792067911343E-004
   6.0000000000000000        1.9804881375420826E-003   1.9804466731535059E-003
   6.4000000000000021        4.1032661863215740E-003   4.1031840985449137E-003
   6.8000000000000007        8.1941932303386689E-003   8.1940386772155795E-003
   7.2000000000000028        1.5644710468235977E-002   1.5644437134942756E-002
   7.6000000000000014        2.8287158851049914E-002   2.8286712124200086E-002
   8.0000000000000000        4.7905936704007758E-002   4.7905276462468713E-002
   8.4000000000000021        7.5032658799719390E-002   7.5031804325923546E-002
   8.8000000000000007       0.10711248009308710       0.10711156361290741     
   9.2000000000000028       0.13706391008427865       0.13706319403841116     
   9.6000000000000014       0.15426571270357151       0.15426550825091259     
   10.000000000000000       0.14947050824065275       0.14947098883961568     
